x_m y_m sigma_comp_mag_Pa
3.9351264499e-04 1.1489338515e-05 8.9516966915e+00
3.9103226686e-04 1.6649534615e-05 1.1038308726e+01
3.8856721823e-04 2.1498004847e-05 1.8152388291e+01
3.8611707907e-04 2.6065880812e-05 1.7374866849e+01
3.8367397896e-04 3.0412948202e-05 1.7514262716e+01
3.8122425736e-04 3.4580692268e-05 1.7710384823e+01
3.7876724978e-04 3.8584532457e-05 1.7792277604e+01
3.7629686752e-04 4.2453666824e-05 1.7865757647e+01
3.7380682341e-04 4.6204547593e-05 1.7915449940e+01
3.7129256479e-04 4.9849858833e-05 1.7952580251e+01
3.6875059376e-04 5.3398876229e-05 1.7970678371e+01
3.6617887759e-04 5.6858560547e-05 1.7972994945e+01
3.6357422279e-04 6.0236024337e-05 1.7973854118e+01
3.6093493724e-04 6.3535463194e-05 1.7963436952e+01
3.5825916991e-04 6.6760916372e-05 1.7965065665e+01
3.5554653711e-04 6.9914657617e-05 1.7962279827e+01
3.5279653343e-04 7.2999485190e-05 1.7956340713e+01
3.5000854734e-04 7.6017805854e-05 1.7952078435e+01
3.4718245533e-04 7.8971285395e-05 1.7946122074e+01
3.4431830991e-04 8.1861508236e-05 1.7931015107e+01
3.4141553982e-04 8.4689888134e-05 1.7926209047e+01
3.3847552318e-04 8.7456508321e-05 1.7921464532e+01
3.3549799971e-04 9.0163277339e-05 1.7906871262e+01
3.3248346320e-04 9.2810268239e-05 1.7902380084e+01
3.2943318181e-04 9.5397563670e-05 1.7905798651e+01
3.2634843680e-04 9.7925976844e-05 1.7904117532e+01
3.2323025990e-04 1.0039634807e-04 1.7893232934e+01
3.2007976497e-04 1.0280953733e-04 1.7885824134e+01
3.1689786438e-04 1.0516620637e-04 1.7883668498e+01
3.1368545126e-04 1.0746704889e-04 1.7879577618e+01
3.1044323622e-04 1.0971204287e-04 1.7863743417e+01
3.0717409075e-04 1.1190204811e-04 1.7863672625e+01
3.0387799961e-04 1.1403867377e-04 1.7849552565e+01
3.0055588196e-04 1.1612208239e-04 1.7844019612e+01
2.9720877756e-04 1.1815273275e-04 1.7834364448e+01
2.9383829337e-04 1.2013127587e-04 1.7836243284e+01
2.9044504332e-04 1.2205867545e-04 1.7826238338e+01
2.8703024736e-04 1.2393542803e-04 1.7815435015e+01
2.8359462846e-04 1.2576200914e-04 1.7799909882e+01
2.8014022228e-04 1.2753946883e-04 1.7796061349e+01
2.7666682507e-04 1.2926895630e-04 1.7794876729e+01
2.7317481125e-04 1.3094971701e-04 1.7766006835e+01
2.6966709428e-04 1.3258335818e-04 1.7763812212e+01
2.6614304314e-04 1.3416965481e-04 1.7710758823e+01
2.6260581046e-04 1.3571138057e-04 1.7695641263e+01
2.5905412049e-04 1.3720813729e-04 1.7687226381e+01
2.5548897077e-04 1.3866077253e-04 1.7661161412e+01
2.5191196627e-04 1.4007026161e-04 1.7638060480e+01
2.4832359502e-04 1.4143803464e-04 1.7597113546e+01
2.4472349888e-04 1.4276570597e-04 1.7567536321e+01
2.4111106163e-04 1.4405336514e-04 1.7538937469e+01
2.3748703393e-04 1.4530104204e-04 1.7505923278e+01
2.3385163178e-04 1.4650904880e-04 1.7471446647e+01
2.3020582904e-04 1.4767758793e-04 1.7433117349e+01
2.2655052267e-04 1.4880750810e-04 1.7385851255e+01
