x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa is_surface wss_mag_dyn_cm2 wss_x_dyn_cm2 wss_y_dyn_cm2 pressure_Pa normal_x normal_y
3.9433639362e-04 1.1248852677e-05 -3.7646129650e+00 -1.7031203979e+01 4.0498471395e+01 4.8511639943e+01 4.6375137595e+01 -9.6412791651e+00 4.6375137595e+01 9.7727769109e+00 1.0000000000e+00 3.4951808099e-02 1.2984072775e-02 -3.2450620080e-02 1.3966653860e+01 9.2843895194e-01 3.7148500982e-01
3.9229230651e-04 1.6342411857e-05 -5.6760467353e+00 -1.4010648658e+01 3.2842798572e+01 4.1133511830e+01 3.7331820046e+01 -1.0165068209e+01 3.7331820046e+01 1.0187691001e+01 1.0000000000e+00 2.3724952848e-01 8.8600308095e-02 -2.2008481131e-01 1.3921420296e+01 9.2765120639e-01 3.7344777316e-01
3.9028285126e-04 2.1263583141e-05 -6.4098359703e+00 -1.2546382467e+01 2.7445982744e+01 3.6436750710e+01 3.1554841218e+01 -1.0518694444e+01 3.1554841218e+01 1.0508727619e+01 1.0000000000e+00 5.1472927135e-01 1.9544678148e-01 -4.7617935528e-01 1.3875432187e+01 9.2510642348e-01 3.7970792095e-01
3.8825188111e-04 2.6047262058e-05 -6.7552676316e+00 -1.1708929220e+01 2.3524373216e+01 3.3119423949e+01 2.7506061125e+01 -1.0736955540e+01 2.7506061125e+01 1.0739288041e+01 1.0000000000e+00 1.2658264979e+00 5.0961827220e-01 -1.1587087379e+00 1.3787472837e+01 9.1537721787e-01 4.0259725410e-01
3.8617179992e-04 3.0711783541e-05 -6.9435652238e+00 -1.1211224731e+01 2.0493997533e+01 3.0652743507e+01 2.4472585870e+01 -1.0922153560e+01 2.4472585870e+01 1.0921850403e+01 1.0000000000e+00 1.7235895431e+00 7.1809330479e-01 -1.5668768039e+00 1.3747260394e+01 9.0907769208e-01 4.1662663113e-01
3.8402787515e-04 3.5269212195e-05 -7.0428477616e+00 -1.0856352697e+01 1.7960340867e+01 2.8653187914e+01 2.2001672308e+01 -1.1084179202e+01 2.2001672308e+01 1.1084201019e+01 1.0000000000e+00 2.2255128016e+00 9.6068146459e-01 -2.0074855799e+00 1.3710493281e+01 9.0203281621e-01 4.3166746285e-01
3.8181299020e-04 3.9724844810e-05 -7.0697453631e+00 -1.0601653723e+01 1.5780046935e+01 2.6980934292e+01 1.9932600463e+01 -1.1222298890e+01 1.9932600463e+01 1.1222301714e+01 1.0000000000e+00 2.7666190856e+00 1.2377450038e+00 -2.4743016126e+00 1.3677848313e+01 8.9434126496e-01 4.4738540633e-01
3.7952246886e-04 4.4084407665e-05 -7.0523688323e+00 -1.0398754746e+01 1.3871489070e+01 2.5538341155e+01 1.8154128260e+01 -1.1335008022e+01 1.8154128260e+01 1.1335006334e+01 1.0000000000e+00 3.9439195570e+00 1.8927970191e+00 -3.4600319242e+00 1.3625778213e+01 8.7730793548e-01 4.7992789703e-01
3.7715453495e-04 4.8350947339e-05 -7.0081560702e+00 -1.0231255340e+01 1.2185748293e+01 2.4286994417e+01 1.6610898876e+01 -1.1433306653e+01 1.6610898876e+01 1.1433306999e+01 1.0000000000e+00 4.5707643755e+00 2.2691339452e+00 -3.9677346326e+00 1.3606393127e+01 8.6806807498e-01 4.9644518046e-01
3.7470859943e-04 5.2527004777e-05 -6.9415872964e+00 -1.0081808781e+01 1.0665610728e+01 2.3173615350e+01 1.5241304776e+01 -1.1517281345e+01 1.5241304776e+01 1.1517281307e+01 1.0000000000e+00 5.2163369159e+00 2.6758733906e+00 -4.4777083891e+00 1.3591839068e+01 8.5840091644e-01 5.1297940178e-01
