x_m,y_m,von_mises_Pa,wss_mag_dyn_cm2
3.9652700838e-04,5.9392038874e-06,7.1540443467e+01,1.0393552473e-01
3.9422012954e-04,1.1290080027e-05,4.9858486250e+01,1.2160118860e-01
3.9211624184e-04,1.6395928644e-05,4.2203399536e+01,3.7210040854e-01
3.9004149075e-04,2.1319745381e-05,3.7262709175e+01,7.0024146739e-01
3.8794118180e-04,2.6096032957e-05,3.3721355903e+01,1.5485292394e+00
3.8578951411e-04,3.0743295882e-05,3.1045436901e+01,2.0525627506e+00
3.8357335275e-04,3.5274201425e-05,2.8855262098e+01,2.5988007722e+00
3.8128699943e-04,3.9694783183e-05,2.7011239420e+01,3.7908922418e+00
3.7892693235e-04,4.4011646160e-05,2.5412931582e+01,4.4284935764e+00
3.7649217763e-04,4.8228791299e-05,2.4024225793e+01,5.0848943342e+00
3.7398277140e-04,5.2349648390e-05,2.2790594725e+01,5.7576008971e+00
3.7139946938e-04,5.6376989912e-05,2.1688841752e+01,6.4437771589e+00
3.6874344634e-04,6.0313066188e-05,2.0694893025e+01,7.8396994859e+00
3.6601601070e-04,6.4159882187e-05,1.9798414078e+01,8.5435203855e+00
3.6321861537e-04,6.7919189720e-05,1.8987151292e+01,9.2511579611e+00
3.6035283891e-04,7.1592652520e-05,1.8251496145e+01,9.9569098286e+00
3.5742032731e-04,7.5181606520e-05,1.7583244766e+01,1.0658751859e+01
3.5442270984e-04,7.8687292709e-05,1.6976394320e+01,1.1356242741e+01
3.5136167937e-04,8.2110895227e-05,1.6425174391e+01,1.2047079735e+01
3.4823893368e-04,8.5453447726e-05,1.5923501070e+01,1.3405407217e+01
3.4505615751e-04,8.8715862184e-05,1.5469133984e+01,1.4075852649e+01
3.4181496567e-04,9.1899062399e-05,1.5054611148e+01,1.4727914893e+01
3.3851715823e-04,9.5003744553e-05,1.4678698118e+01,1.5372154796e+01
3.3516429883e-04,9.8030735743e-05,1.4339776865e+01,1.6004151472e+01
3.3175798776e-04,1.0098068588e-04,1.4031951932e+01,1.6625925271e+01
3.2829988726e-04,1.0385416579e-04,1.3754186126e+01,1.7239071883e+01
3.2479153403e-04,1.0665178137e-04,1.3504368146e+01,1.7816997976e+01
3.2123444432e-04,1.0937401093e-04,1.3281953471e+01,1.8779280223e+01
3.1763010543e-04,1.1202131551e-04,1.3083565719e+01,1.9199311522e+01
3.1397998475e-04,1.1459408637e-04,1.2908140290e+01,1.9606360165e+01
3.1028545315e-04,1.1709266348e-04,1.2753532210e+01,1.9992765708e+01
3.0654787075e-04,1.1951729844e-04,1.2622852251e+01,2.0353598283e+01
3.0276851557e-04,1.2186814911e-04,1.2511209552e+01,2.0699836644e+01
2.9894861419e-04,1.2414532729e-04,1.2418167616e+01,2.1033632523e+01
2.9508935134e-04,1.2634879768e-04,1.2342978801e+01,2.1348506557e+01
2.9119183657e-04,1.2847844579e-04,1.2287584866e+01,2.1642814128e+01
2.8725707748e-04,1.3053402301e-04,1.2248095170e+01,2.1918532007e+01
2.8328594193e-04,1.3251498812e-04,1.2229779319e+01,nan
2.7927921968e-04,1.3442060122e-04,1.2229522989e+01,2.2630869445e+01
2.7523758057e-04,1.3624983715e-04,1.2254832796e+01,nan
2.7116133933e-04,1.3800119312e-04,1.2306571800e+01,nan
2.6705068574e-04,1.3967259230e-04,1.2381250609e+01,nan
2.6290521536e-04,1.4126099343e-04,1.2506675552e+01,nan
2.5872344706e-04,1.4276102692e-04,1.2747117098e+01,nan
2.5449830976e-04,1.4416020250e-04,1.2981302834e+01,nan
2.5025476178e-04,1.4542107417e-04,1.2449084715e+01,nan
2.4604351923e-04,1.4655143971e-04,1.2038050995e+01,nan
2.4187369522e-04,1.4757110394e-04,1.1642636602e+01,nan
2.3775199277e-04,1.4849546750e-04,1.1250463438e+01,2.3887676117e+01
2.3368262494e-04,1.4933687470e-04,1.0929043307e+01,2.3943549186e+01
